PARAM1_STR,PARAM1_NUM,CATEGORY,PARAM2_STR,PARAM2_NUM,ORDER_NUM,VALID_FLG,COMMENTS
,5979,"SUBJECT_ID_TO_PID","b89404",,1,"Y",
,5980,"SUBJECT_ID_TO_PID","b71182",,1,"Y",
,5981,"SUBJECT_ID_TO_PID","b89422",,1,"Y",
,5982,"SUBJECT_ID_TO_PID","b74118",,1,"Y",
,5983,"SUBJECT_ID_TO_PID","b60761",,1,"Y",
,5984,"SUBJECT_ID_TO_PID","b84658",,1,"Y",
,5985,"SUBJECT_ID_TO_PID","b60302",,1,"Y",
,5986,"SUBJECT_ID_TO_PID","b60025",,1,"Y",
,5987,"SUBJECT_ID_TO_PID","b73931",,1,"Y",
,5988,"SUBJECT_ID_TO_PID","b75376",,1,"Y",
,5989,"SUBJECT_ID_TO_PID","b74312",,1,"Y",
,5990,"SUBJECT_ID_TO_PID","b84517",,1,"Y",
,5991,"SUBJECT_ID_TO_PID","b81205",,1,"Y",
,5992,"SUBJECT_ID_TO_PID","b84015",,1,"Y",
,5993,"SUBJECT_ID_TO_PID","b84649",,1,"Y",
,5994,"SUBJECT_ID_TO_PID","b66334",,1,"Y",
,5995,"SUBJECT_ID_TO_PID","b77037",,1,"Y",
,5996,"SUBJECT_ID_TO_PID","b74542",,1,"Y",
,5997,"SUBJECT_ID_TO_PID","b84737",,1,"Y",
,5998,"SUBJECT_ID_TO_PID","b71948",,1,"Y",
,5999,"SUBJECT_ID_TO_PID","b72972",,1,"Y",
,6000,"SUBJECT_ID_TO_PID","b72345",,1,"Y",
,6001,"SUBJECT_ID_TO_PID","b80832",,1,"Y",
,6002,"SUBJECT_ID_TO_PID","b83354",,1,"Y",
,6003,"SUBJECT_ID_TO_PID","b66201",,1,"Y",
,6004,"SUBJECT_ID_TO_PID","b75950",,1,"Y",
,6005,"SUBJECT_ID_TO_PID","b73557",,1,"Y",
,6006,"SUBJECT_ID_TO_PID","b83673",,1,"Y",
,6007,"SUBJECT_ID_TO_PID","b68111",,1,"Y",
,6008,"SUBJECT_ID_TO_PID","b73994",,2,"Y",
,6008,"SUBJECT_ID_TO_PID","b75775",,1,"Y",
,6009,"SUBJECT_ID_TO_PID","b72367",,1,"Y",
,6010,"SUBJECT_ID_TO_PID","b72537",,1,"Y",
,6011,"SUBJECT_ID_TO_PID","b68176",,1,"Y",
,6012,"SUBJECT_ID_TO_PID","b63664",,1,"Y",
,6013,"SUBJECT_ID_TO_PID","b75708",,1,"Y",
,6014,"SUBJECT_ID_TO_PID","b67290",,1,"Y",
,6015,"SUBJECT_ID_TO_PID","b70802",,1,"Y",
,6016,"SUBJECT_ID_TO_PID","b83811",,1,"Y",
,6017,"SUBJECT_ID_TO_PID","b71498",,1,"Y",
,6018,"SUBJECT_ID_TO_PID","b88958",,1,"Y",
,6019,"SUBJECT_ID_TO_PID","b84872",,1,"Y",
,6020,"SUBJECT_ID_TO_PID","b85746",,1,"Y",
,6020,"SUBJECT_ID_TO_PID","b89346",,2,"Y",
,6021,"SUBJECT_ID_TO_PID","b76276",,1,"Y",
,6022,"SUBJECT_ID_TO_PID","b60007",,1,"Y",
,6023,"SUBJECT_ID_TO_PID","b62011",,1,"Y",
,6024,"SUBJECT_ID_TO_PID","b70063",,1,"Y",
,6024,"SUBJECT_ID_TO_PID","b84707",,2,"Y",
,6024,"SUBJECT_ID_TO_PID","b87132",,3,"Y",
,6025,"SUBJECT_ID_TO_PID","b61266",,1,"Y",
,6026,"SUBJECT_ID_TO_PID","b76910",,1,"Y",
,6027,"SUBJECT_ID_TO_PID","b83484",,1,"Y",
,6028,"SUBJECT_ID_TO_PID","b81613",,1,"Y",
,6029,"SUBJECT_ID_TO_PID","b84305",,1,"Y",
,6030,"SUBJECT_ID_TO_PID","b82168",,1,"Y",
,6031,"SUBJECT_ID_TO_PID","b71035",,1,"Y",
,6032,"SUBJECT_ID_TO_PID","b83867",,1,"Y",
,6033,"SUBJECT_ID_TO_PID","b68022",,1,"Y",
,6034,"SUBJECT_ID_TO_PID","b79345",,1,"Y",
,6035,"SUBJECT_ID_TO_PID","b73176",,1,"Y",
,6036,"SUBJECT_ID_TO_PID","b65555",,1,"Y",
,6037,"SUBJECT_ID_TO_PID","b81101",,1,"Y",
,6038,"SUBJECT_ID_TO_PID","b69013",,1,"Y",
,6038,"SUBJECT_ID_TO_PID","b62713",,2,"Y",
,6039,"SUBJECT_ID_TO_PID","b67206",,1,"Y",
,6040,"SUBJECT_ID_TO_PID","b68811",,1,"Y",
,6041,"SUBJECT_ID_TO_PID","b67841",,1,"Y",
,6042,"SUBJECT_ID_TO_PID","b63148",,1,"Y",
,6043,"SUBJECT_ID_TO_PID","b79084",,1,"Y",
,6044,"SUBJECT_ID_TO_PID","b71126",,1,"Y",
,6045,"SUBJECT_ID_TO_PID","b85775",,1,"Y",
,6046,"SUBJECT_ID_TO_PID","b89560",,1,"Y",
,6047,"SUBJECT_ID_TO_PID","b80717",,1,"Y",
,6047,"SUBJECT_ID_TO_PID","b83225",,2,"Y",
,6048,"SUBJECT_ID_TO_PID","b60539",,1,"Y",
,6049,"SUBJECT_ID_TO_PID","b82673",,1,"Y",
,6050,"SUBJECT_ID_TO_PID","b67356",,1,"Y",
,6051,"SUBJECT_ID_TO_PID","b84223",,1,"Y",
,6052,"SUBJECT_ID_TO_PID","b77923",,1,"Y",
,6053,"SUBJECT_ID_TO_PID","b63127",,1,"Y",
,6054,"SUBJECT_ID_TO_PID","b66055",,1,"Y",
,6055,"SUBJECT_ID_TO_PID","b82839",,1,"Y",
,6056,"SUBJECT_ID_TO_PID","b75391",,1,"Y",
,6057,"SUBJECT_ID_TO_PID","b86524",,1,"Y",
,6058,"SUBJECT_ID_TO_PID","b68154",,1,"Y",
,6059,"SUBJECT_ID_TO_PID","b67712",,1,"Y",
,6060,"SUBJECT_ID_TO_PID","b86328",,1,"Y",
,6061,"SUBJECT_ID_TO_PID","b83065",,1,"Y",
,6062,"SUBJECT_ID_TO_PID","b79995",,1,"Y",
,6063,"SUBJECT_ID_TO_PID","b80827",,1,"Y",
,6064,"SUBJECT_ID_TO_PID","b62744",,1,"Y",
,6065,"SUBJECT_ID_TO_PID","b79257",,1,"Y",
,6066,"SUBJECT_ID_TO_PID","b86298",,1,"Y",
,6067,"SUBJECT_ID_TO_PID","b83082",,1,"Y",
,6068,"SUBJECT_ID_TO_PID","b75246",,1,"Y",
,6069,"SUBJECT_ID_TO_PID","b88981",,1,"Y",
,6070,"SUBJECT_ID_TO_PID","b64921",,1,"Y",
,6071,"SUBJECT_ID_TO_PID","b78632",,1,"Y",
,6072,"SUBJECT_ID_TO_PID","b87701",,1,"Y",
,6073,"SUBJECT_ID_TO_PID","b66678",,1,"Y",
,6074,"SUBJECT_ID_TO_PID","b82614",,1,"Y",
,6075,"SUBJECT_ID_TO_PID","b74283",,1,"Y",
,6076,"SUBJECT_ID_TO_PID","b68466",,1,"Y",
,6077,"SUBJECT_ID_TO_PID","b77340",,1,"Y",
,6078,"SUBJECT_ID_TO_PID","b65544",,1,"Y",
,6079,"SUBJECT_ID_TO_PID","b60693",,1,"Y",
,6080,"SUBJECT_ID_TO_PID","b83977",,1,"Y",
,6081,"SUBJECT_ID_TO_PID","b86585",,1,"Y",
,6082,"SUBJECT_ID_TO_PID","b79750",,1,"Y",
,6082,"SUBJECT_ID_TO_PID","b88523",,2,"Y",
,6083,"SUBJECT_ID_TO_PID","b82117",,1,"Y",
,6084,"SUBJECT_ID_TO_PID","b85962",,1,"Y",
,6085,"SUBJECT_ID_TO_PID","b78921",,1,"Y",
,6085,"SUBJECT_ID_TO_PID","b81261",,2,"Y",
,6086,"SUBJECT_ID_TO_PID","b73391",,1,"Y",
,6086,"SUBJECT_ID_TO_PID","b85138",,2,"Y",
,6087,"SUBJECT_ID_TO_PID","b61496",,1,"Y",
,6088,"SUBJECT_ID_TO_PID","b88533",,1,"Y",
,6089,"SUBJECT_ID_TO_PID","b62668",,1,"Y",
,6090,"SUBJECT_ID_TO_PID","b86673",,1,"Y",
,6091,"SUBJECT_ID_TO_PID","b80547",,1,"Y",
,6092,"SUBJECT_ID_TO_PID","b64262",,1,"Y",
,6093,"SUBJECT_ID_TO_PID","b66944",,1,"Y",
,6094,"SUBJECT_ID_TO_PID","b80387",,1,"Y",
,6095,"SUBJECT_ID_TO_PID","b70740",,1,"Y",
,7531,"SUBJECT_ID_TO_PID","b87642",,1,"Y",
,7532,"SUBJECT_ID_TO_PID","b65058",,1,"Y",
,7533,"SUBJECT_ID_TO_PID","b73342",,1,"Y",
,7534,"SUBJECT_ID_TO_PID","b71047",,1,"Y",
,7535,"SUBJECT_ID_TO_PID","b69989",,1,"Y",
,7536,"SUBJECT_ID_TO_PID","b68315",,1,"Y",
,7537,"SUBJECT_ID_TO_PID","b60942",,1,"Y",
,7538,"SUBJECT_ID_TO_PID","b82611",,1,"Y",
,7539,"SUBJECT_ID_TO_PID","b84291",,1,"Y",
,7540,"SUBJECT_ID_TO_PID","b80357",,1,"Y",
,7541,"SUBJECT_ID_TO_PID","b71998",,1,"Y",
,7542,"SUBJECT_ID_TO_PID","b64461",,1,"Y",
,7543,"SUBJECT_ID_TO_PID","b69859",,1,"Y",
,7544,"SUBJECT_ID_TO_PID","b77839",,1,"Y",
,7545,"SUBJECT_ID_TO_PID","b60519",,1,"Y",
,7546,"SUBJECT_ID_TO_PID","b75324",,1,"Y",
,7547,"SUBJECT_ID_TO_PID","b72405",,1,"Y",
,7548,"SUBJECT_ID_TO_PID","b75207",,1,"Y",
,7549,"SUBJECT_ID_TO_PID","b82113",,1,"Y",
,7550,"SUBJECT_ID_TO_PID","b84772",,1,"Y",
,7551,"SUBJECT_ID_TO_PID","b69385",,1,"Y",
,7552,"SUBJECT_ID_TO_PID","b75758",,1,"Y",
,7552,"SUBJECT_ID_TO_PID","b61424",,2,"Y",
,7553,"SUBJECT_ID_TO_PID","b61451",,1,"Y",
,7554,"SUBJECT_ID_TO_PID","b61484",,2,"Y",
,7554,"SUBJECT_ID_TO_PID","b68039",,1,"Y",
,7555,"SUBJECT_ID_TO_PID","b80972",,1,"Y",
,7556,"SUBJECT_ID_TO_PID","b71775",,1,"Y",
,7557,"SUBJECT_ID_TO_PID","b68496",,1,"Y",
,7558,"SUBJECT_ID_TO_PID","b62982",,2,"Y",
,7558,"SUBJECT_ID_TO_PID","b77978",,1,"Y",
,7559,"SUBJECT_ID_TO_PID","b60877",,1,"Y",
,7560,"SUBJECT_ID_TO_PID","b85548",,1,"Y",
,7561,"SUBJECT_ID_TO_PID","b83341",,1,"Y",
,7562,"SUBJECT_ID_TO_PID","b75894",,1,"Y",
,7563,"SUBJECT_ID_TO_PID","b68669",,1,"Y",
,7564,"SUBJECT_ID_TO_PID","b69895",,1,"Y",
,7565,"SUBJECT_ID_TO_PID","b84843",,1,"Y",
,7566,"SUBJECT_ID_TO_PID","b61471",,1,"Y",
,7567,"SUBJECT_ID_TO_PID","b71319",,1,"Y",
,7568,"SUBJECT_ID_TO_PID","b73954",,1,"Y",
,7569,"SUBJECT_ID_TO_PID","b80557",,1,"Y",
,7570,"SUBJECT_ID_TO_PID","b84065",,1,"Y",
,7571,"SUBJECT_ID_TO_PID","b80437",,1,"Y",
,7572,"SUBJECT_ID_TO_PID","b72213",,1,"Y",
,7573,"SUBJECT_ID_TO_PID","b76599",,1,"Y",
,7574,"SUBJECT_ID_TO_PID","b79275",,1,"Y",
,7575,"SUBJECT_ID_TO_PID","b84895",,1,"Y",
,7576,"SUBJECT_ID_TO_PID","b82467",,1,"Y",
,7577,"SUBJECT_ID_TO_PID","b79093",,1,"Y",
,7578,"SUBJECT_ID_TO_PID","b72298",,1,"Y",
,7579,"SUBJECT_ID_TO_PID","b75779",,1,"Y",
,7580,"SUBJECT_ID_TO_PID","b61949",,1,"Y",
,7581,"SUBJECT_ID_TO_PID","b63865",,1,"Y",
,7582,"SUBJECT_ID_TO_PID","b78108",,1,"Y",
,7583,"SUBJECT_ID_TO_PID","b89901",,1,"Y",
,7584,"SUBJECT_ID_TO_PID","b76298",,1,"Y",
,7585,"SUBJECT_ID_TO_PID","b77928",,1,"Y",
,7585,"SUBJECT_ID_TO_PID","b83388",,2,"Y",
,7586,"SUBJECT_ID_TO_PID","b75316",,1,"Y",
,7587,"SUBJECT_ID_TO_PID","b73280",,1,"Y",
,7588,"SUBJECT_ID_TO_PID","b74216",,1,"Y",
,7589,"SUBJECT_ID_TO_PID","b64796",,1,"Y",
,7590,"SUBJECT_ID_TO_PID","b66422",,1,"Y",
,7591,"SUBJECT_ID_TO_PID","b78975",,1,"Y",
,7592,"SUBJECT_ID_TO_PID","b80604",,1,"Y",
,7593,"SUBJECT_ID_TO_PID","b75173",,1,"Y",
,7594,"SUBJECT_ID_TO_PID","b77450",,1,"Y",
,7595,"SUBJECT_ID_TO_PID","b63541",,1,"Y",
,7596,"SUBJECT_ID_TO_PID","b87404",,1,"Y",
,7597,"SUBJECT_ID_TO_PID","b64387",,1,"Y",
,7598,"SUBJECT_ID_TO_PID","b70881",,1,"Y",
,7599,"SUBJECT_ID_TO_PID","b82810",,1,"Y",
,7600,"SUBJECT_ID_TO_PID","b65210",,1,"Y",
,7601,"SUBJECT_ID_TO_PID","b73412",,1,"Y",
,7602,"SUBJECT_ID_TO_PID","b61555",,1,"Y",
,7603,"SUBJECT_ID_TO_PID","b82798",,1,"Y",
,7604,"SUBJECT_ID_TO_PID","b80763",,1,"Y",
,7605,"SUBJECT_ID_TO_PID","b72794",,1,"Y",
,7606,"SUBJECT_ID_TO_PID","b66679",,1,"Y",
,7607,"SUBJECT_ID_TO_PID","b71377",,1,"Y",
,7607,"SUBJECT_ID_TO_PID","b70273",,2,"Y",
,7607,"SUBJECT_ID_TO_PID","b70804",,3,"Y",
,7608,"SUBJECT_ID_TO_PID","b73233",,1,"Y",
,7609,"SUBJECT_ID_TO_PID","b78704",,1,"Y",
,7610,"SUBJECT_ID_TO_PID","b66631",,1,"Y",
,7611,"SUBJECT_ID_TO_PID","b73569",,1,"Y",
,7612,"SUBJECT_ID_TO_PID","b77473",,1,"Y",
,7612,"SUBJECT_ID_TO_PID","b68690",,2,"Y",
,7612,"SUBJECT_ID_TO_PID","b74353",,3,"Y",
,7613,"SUBJECT_ID_TO_PID","b79421",,1,"Y",
,7613,"SUBJECT_ID_TO_PID","b84458",,2,"Y",
,7614,"SUBJECT_ID_TO_PID","b88156",,1,"Y",
,7614,"SUBJECT_ID_TO_PID","b84735",,2,"Y",
,7615,"SUBJECT_ID_TO_PID","b71533",,1,"Y",
,7616,"SUBJECT_ID_TO_PID","b84469",,1,"Y",
,7617,"SUBJECT_ID_TO_PID","b89037",,1,"Y",
,7618,"SUBJECT_ID_TO_PID","b81327",,1,"Y",
,7619,"SUBJECT_ID_TO_PID","b83394",,1,"Y",
,7620,"SUBJECT_ID_TO_PID","b60468",,1,"Y",
,7621,"SUBJECT_ID_TO_PID","b75623",,1,"Y",
,7621,"SUBJECT_ID_TO_PID","b85181",,2,"Y",
,7621,"SUBJECT_ID_TO_PID","b80701",,3,"Y",
,7621,"SUBJECT_ID_TO_PID","b85472",,4,"Y",
,7622,"SUBJECT_ID_TO_PID","b72707",,1,"Y",
,7623,"SUBJECT_ID_TO_PID","b63746",,1,"Y",
,7624,"SUBJECT_ID_TO_PID","b73782",,1,"Y",
,7625,"SUBJECT_ID_TO_PID","b61291",,1,"Y",
,7626,"SUBJECT_ID_TO_PID","b88331",,1,"Y",
,7627,"SUBJECT_ID_TO_PID","b79567",,1,"Y",
,7628,"SUBJECT_ID_TO_PID","b78653",,1,"Y",
,7629,"SUBJECT_ID_TO_PID","b82806",,1,"Y",
,7630,"SUBJECT_ID_TO_PID","b88666",,1,"Y",
,7631,"SUBJECT_ID_TO_PID","b75963",,1,"Y",
,7632,"SUBJECT_ID_TO_PID","b64154",,1,"Y",
,7633,"SUBJECT_ID_TO_PID","b63136",,1,"Y",
,7634,"SUBJECT_ID_TO_PID","b64731",,1,"Y",
,7635,"SUBJECT_ID_TO_PID","b62558",,3,"Y",
,7635,"SUBJECT_ID_TO_PID","b74824",,1,"Y",
,7635,"SUBJECT_ID_TO_PID","b89975",,2,"Y",
,7636,"SUBJECT_ID_TO_PID","b83833",,1,"Y",
,7637,"SUBJECT_ID_TO_PID","b86783",,1,"Y",
,7638,"SUBJECT_ID_TO_PID","b74555",,1,"Y",
,7639,"SUBJECT_ID_TO_PID","b87799",,1,"Y",
,7640,"SUBJECT_ID_TO_PID","b88039",,1,"Y",
,7641,"SUBJECT_ID_TO_PID","b62047",,1,"Y",
,7642,"SUBJECT_ID_TO_PID","b84137",,1,"Y",
,7643,"SUBJECT_ID_TO_PID","b63298",,1,"Y",
,7644,"SUBJECT_ID_TO_PID","b61540",,1,"Y",
,7645,"SUBJECT_ID_TO_PID","b65486",,1,"Y",
,7646,"SUBJECT_ID_TO_PID","b63420",,1,"Y",
,7647,"SUBJECT_ID_TO_PID","b83960",,1,"Y",
,7648,"SUBJECT_ID_TO_PID","b72517",,1,"Y",
,7649,"SUBJECT_ID_TO_PID","b70682",,1,"Y",
,7650,"SUBJECT_ID_TO_PID","b89979",,1,"Y",
,7651,"SUBJECT_ID_TO_PID","b75868",,1,"Y",
,7652,"SUBJECT_ID_TO_PID","b69293",,1,"Y",
,7653,"SUBJECT_ID_TO_PID","b88775",,1,"Y",
,7654,"SUBJECT_ID_TO_PID","b84046",,1,"Y",
,7655,"SUBJECT_ID_TO_PID","b69304",,1,"Y",
,7656,"SUBJECT_ID_TO_PID","b88873",,1,"Y",
,7657,"SUBJECT_ID_TO_PID","b63713",,1,"Y",
,7658,"SUBJECT_ID_TO_PID","b72096",,1,"Y",
,7659,"SUBJECT_ID_TO_PID","b88883",,1,"Y",
,7660,"SUBJECT_ID_TO_PID","b73081",,1,"Y",
,7661,"SUBJECT_ID_TO_PID","b62159",,1,"Y",
,7662,"SUBJECT_ID_TO_PID","b73337",,1,"Y",
,7663,"SUBJECT_ID_TO_PID","b82351",,1,"Y",
,7664,"SUBJECT_ID_TO_PID","b76874",,1,"Y",
,7665,"SUBJECT_ID_TO_PID","b69095",,1,"Y",
,7666,"SUBJECT_ID_TO_PID","b73921",,1,"Y",
,7666,"SUBJECT_ID_TO_PID","b66947",,4,"Y",
,7666,"SUBJECT_ID_TO_PID","b79781",,2,"Y",
,7666,"SUBJECT_ID_TO_PID","b88415",,3,"Y",
,7667,"SUBJECT_ID_TO_PID","b79116",,1,"Y",
,7668,"SUBJECT_ID_TO_PID","b73219",,2,"Y",
,7668,"SUBJECT_ID_TO_PID","b72856",,1,"Y",
,7669,"SUBJECT_ID_TO_PID","b79312",,1,"Y",
,7670,"SUBJECT_ID_TO_PID","b68885",,1,"Y",
,7671,"SUBJECT_ID_TO_PID","b62258",,1,"Y",
,7671,"SUBJECT_ID_TO_PID","b60371",,2,"Y",
,7672,"SUBJECT_ID_TO_PID","b77868",,1,"Y",
,7673,"SUBJECT_ID_TO_PID","b79907",,1,"Y",
,7674,"SUBJECT_ID_TO_PID","b75768",,1,"Y",
,7675,"SUBJECT_ID_TO_PID","b70697",,1,"Y",
,7676,"SUBJECT_ID_TO_PID","b85313",,1,"Y",
,7676,"SUBJECT_ID_TO_PID","b87801",,2,"Y",
,7677,"SUBJECT_ID_TO_PID","b81631",,1,"Y",
,7678,"SUBJECT_ID_TO_PID","b69703",,1,"Y",
,7679,"SUBJECT_ID_TO_PID","b79263",,1,"Y",
,7680,"SUBJECT_ID_TO_PID","b72556",,1,"Y",
,7681,"SUBJECT_ID_TO_PID","b73814",,1,"Y",
,7681,"SUBJECT_ID_TO_PID","b70548",,2,"Y",
,7682,"SUBJECT_ID_TO_PID","b69560",,1,"Y",
,7683,"SUBJECT_ID_TO_PID","b75854",,1,"Y",
,7684,"SUBJECT_ID_TO_PID","b82149",,1,"Y",
,7685,"SUBJECT_ID_TO_PID","b80555",,1,"Y",
,7686,"SUBJECT_ID_TO_PID","b80203",,1,"Y",
,7687,"SUBJECT_ID_TO_PID","b67202",,1,"Y",
,7688,"SUBJECT_ID_TO_PID","b76898",,1,"Y",
,7689,"SUBJECT_ID_TO_PID","b67991",,1,"Y",
,7690,"SUBJECT_ID_TO_PID","b72901",,1,"Y",
,7691,"SUBJECT_ID_TO_PID","b64555",,1,"Y",
,7692,"SUBJECT_ID_TO_PID","b86316",,1,"Y",
,7693,"SUBJECT_ID_TO_PID","b87512",,1,"Y",
,7694,"SUBJECT_ID_TO_PID","b86331",,1,"Y",
,7694,"SUBJECT_ID_TO_PID","b83216",,2,"Y",
,7695,"SUBJECT_ID_TO_PID","b82580",,1,"Y",
,7695,"SUBJECT_ID_TO_PID","b89401",,2,"Y",
,7696,"SUBJECT_ID_TO_PID","b84714",,1,"Y",
,7697,"SUBJECT_ID_TO_PID","b63574",,1,"Y",
,7698,"SUBJECT_ID_TO_PID","b73449",,1,"Y",
,7699,"SUBJECT_ID_TO_PID","b60830",,1,"Y",
,7700,"SUBJECT_ID_TO_PID","b81518",,1,"Y",
,7701,"SUBJECT_ID_TO_PID","b62178",,1,"Y",
,7702,"SUBJECT_ID_TO_PID","b71977",,1,"Y",
,7703,"SUBJECT_ID_TO_PID","b65387",,1,"Y",
,7704,"SUBJECT_ID_TO_PID","b66916",,1,"Y",
,7705,"SUBJECT_ID_TO_PID","b62884",,1,"Y",
,7706,"SUBJECT_ID_TO_PID","b89342",,1,"Y",
,7707,"SUBJECT_ID_TO_PID","b69868",,1,"Y",
,7708,"SUBJECT_ID_TO_PID","b82499",,1,"Y",
,7709,"SUBJECT_ID_TO_PID","b86486",,1,"Y",
,7710,"SUBJECT_ID_TO_PID","b62522",,1,"Y",
,7711,"SUBJECT_ID_TO_PID","b76265",,1,"Y",
,7712,"SUBJECT_ID_TO_PID","b80672",,1,"Y",
,7713,"SUBJECT_ID_TO_PID","b70451",,1,"Y",
,7714,"SUBJECT_ID_TO_PID","b88017",,1,"Y",
,7715,"SUBJECT_ID_TO_PID","b80652",,1,"Y",
,7716,"SUBJECT_ID_TO_PID","b65542",,1,"Y",
,7717,"SUBJECT_ID_TO_PID","b70509",,1,"Y",
,7718,"SUBJECT_ID_TO_PID","b62502",,1,"Y",
,7718,"SUBJECT_ID_TO_PID","b67754",,2,"Y",
,7719,"SUBJECT_ID_TO_PID","b88280",,1,"Y",
,7720,"SUBJECT_ID_TO_PID","b72820",,1,"Y",
,7721,"SUBJECT_ID_TO_PID","b88633",,1,"Y",
,7722,"SUBJECT_ID_TO_PID","b86517",,1,"Y",
,7723,"SUBJECT_ID_TO_PID","b79724",,1,"Y",
,7724,"SUBJECT_ID_TO_PID","b74479",,1,"Y",
,7725,"SUBJECT_ID_TO_PID","b83217",,1,"Y",
,7726,"SUBJECT_ID_TO_PID","b61684",,3,"Y",
,7726,"SUBJECT_ID_TO_PID","b76567",,4,"Y",
,7726,"SUBJECT_ID_TO_PID","b67237",,1,"Y",
,7726,"SUBJECT_ID_TO_PID","b74032",,2,"Y",
,7727,"SUBJECT_ID_TO_PID","b88954",,1,"Y",
,7728,"SUBJECT_ID_TO_PID","b69579",,1,"Y",
,7729,"SUBJECT_ID_TO_PID","b75527",,1,"Y",
,7730,"SUBJECT_ID_TO_PID","b65800",,1,"Y",
,7731,"SUBJECT_ID_TO_PID","b65353",,1,"Y",
,7731,"SUBJECT_ID_TO_PID","b71058",,2,"Y",
,7732,"SUBJECT_ID_TO_PID","b67863",,1,"Y",
,7733,"SUBJECT_ID_TO_PID","b74361",,1,"Y",
,7734,"SUBJECT_ID_TO_PID","b63218",,1,"Y",
,7735,"SUBJECT_ID_TO_PID","b85031",,1,"Y",
,7736,"SUBJECT_ID_TO_PID","b60886",,1,"Y",
,7737,"SUBJECT_ID_TO_PID","b80395",,1,"Y",
,7738,"SUBJECT_ID_TO_PID","b73241",,1,"Y",
,7739,"SUBJECT_ID_TO_PID","b63531",,1,"Y",
,7740,"SUBJECT_ID_TO_PID","b74975",,1,"Y",
,7741,"SUBJECT_ID_TO_PID","b61572",,1,"Y",
,7742,"SUBJECT_ID_TO_PID","b67521",,1,"Y",
,7743,"SUBJECT_ID_TO_PID","b70709",,1,"Y",
,7744,"SUBJECT_ID_TO_PID","b72985",,1,"Y",
,7745,"SUBJECT_ID_TO_PID","b88442",,1,"Y",
,7746,"SUBJECT_ID_TO_PID","b86605",,1,"Y",
,7747,"SUBJECT_ID_TO_PID","b81192",,1,"Y",
,7748,"SUBJECT_ID_TO_PID","b75403",,1,"Y",
,7749,"SUBJECT_ID_TO_PID","b73329",,1,"Y",
,7750,"SUBJECT_ID_TO_PID","b69649",,1,"Y",
,7751,"SUBJECT_ID_TO_PID","b89325",,1,"Y",
,7752,"SUBJECT_ID_TO_PID","b76065",,1,"Y",
,7752,"SUBJECT_ID_TO_PID","b82482",,2,"Y",
,7753,"SUBJECT_ID_TO_PID","b69984",,1,"Y",
,7754,"SUBJECT_ID_TO_PID","b67878",,1,"Y",
,7755,"SUBJECT_ID_TO_PID","b84390",,1,"Y",
,7756,"SUBJECT_ID_TO_PID","b61834",,1,"Y",
,7757,"SUBJECT_ID_TO_PID","b80364",,1,"Y",
,7758,"SUBJECT_ID_TO_PID","b71007",,1,"Y",
,7759,"SUBJECT_ID_TO_PID","b81760",,1,"Y",
,7760,"SUBJECT_ID_TO_PID","b70550",,1,"Y",
,7761,"SUBJECT_ID_TO_PID","b60601",,1,"Y",
,7762,"SUBJECT_ID_TO_PID","b88276",,1,"Y",
,7763,"SUBJECT_ID_TO_PID","b75040",,1,"Y",
,7764,"SUBJECT_ID_TO_PID","b74925",,1,"Y",
,7765,"SUBJECT_ID_TO_PID","b88901",,1,"Y",
,7766,"SUBJECT_ID_TO_PID","b70005",,1,"Y",
,7767,"SUBJECT_ID_TO_PID","b78063",,1,"Y",
,7768,"SUBJECT_ID_TO_PID","b67845",,1,"Y",
,7769,"SUBJECT_ID_TO_PID","b66628",,1,"Y",
,7770,"SUBJECT_ID_TO_PID","b60372",,1,"Y",
,7771,"SUBJECT_ID_TO_PID","b74827",,1,"Y",
,7772,"SUBJECT_ID_TO_PID","b74019",,1,"Y",
,7773,"SUBJECT_ID_TO_PID","b67615",,1,"Y",
,7774,"SUBJECT_ID_TO_PID","b81226",,1,"Y",
,7775,"SUBJECT_ID_TO_PID","b86904",,1,"Y",
,7776,"SUBJECT_ID_TO_PID","b79213",,1,"Y",
,7777,"SUBJECT_ID_TO_PID","b82148",,1,"Y",
,7778,"SUBJECT_ID_TO_PID","b84961",,1,"Y",
,7779,"SUBJECT_ID_TO_PID","b62093",,1,"Y",
,7780,"SUBJECT_ID_TO_PID","b89674",,1,"Y",
,7781,"SUBJECT_ID_TO_PID","b82549",,1,"Y",
,7782,"SUBJECT_ID_TO_PID","b60653",,1,"Y",
,7783,"SUBJECT_ID_TO_PID","b74286",,1,"Y",
,7784,"SUBJECT_ID_TO_PID","b80964",,1,"Y",
,7785,"SUBJECT_ID_TO_PID","b69636",,1,"Y",
,7786,"SUBJECT_ID_TO_PID","b67677",,1,"Y",
,7786,"SUBJECT_ID_TO_PID","b60411",,2,"Y",
,7787,"SUBJECT_ID_TO_PID","b85869",,1,"Y",
,7788,"SUBJECT_ID_TO_PID","b86182",,1,"Y",
,7789,"SUBJECT_ID_TO_PID","b73402",,1,"Y",
,7790,"SUBJECT_ID_TO_PID","b71248",,1,"Y",
,7791,"SUBJECT_ID_TO_PID","b63692",,1,"Y",
,7792,"SUBJECT_ID_TO_PID","b82999",,1,"Y",
,7793,"SUBJECT_ID_TO_PID","b87589",,1,"Y",
,7794,"SUBJECT_ID_TO_PID","b80451",,1,"Y",
,7795,"SUBJECT_ID_TO_PID","b76615",,1,"Y",
