PARAM1_STR,PARAM1_NUM,CATEGORY,PARAM2_STR,PARAM2_NUM,ORDER_NUM,VALID_FLG,COMMENTS
,22517,"SUBJECT_ID_TO_PID","b85561",,1,"Y",
,22518,"SUBJECT_ID_TO_PID","b79917",,1,"Y",
,22519,"SUBJECT_ID_TO_PID","b71464",,1,"Y",
,22520,"SUBJECT_ID_TO_PID","b69633",,1,"Y",
,22521,"SUBJECT_ID_TO_PID","b67096",,1,"Y",
,22522,"SUBJECT_ID_TO_PID","b81684",,1,"Y",
,22523,"SUBJECT_ID_TO_PID","b62998",,1,"Y",
,22524,"SUBJECT_ID_TO_PID","b67616",,1,"Y",
,22525,"SUBJECT_ID_TO_PID","b70838",,1,"Y",
,22526,"SUBJECT_ID_TO_PID","b89886",,1,"Y",
,22527,"SUBJECT_ID_TO_PID","b72428",,1,"Y",
,22527,"SUBJECT_ID_TO_PID","b76792",,2,"Y",
,22528,"SUBJECT_ID_TO_PID","b70074",,1,"Y",
,22529,"SUBJECT_ID_TO_PID","b77466",,1,"Y",
,22530,"SUBJECT_ID_TO_PID","b88879",,1,"Y",
,24995,"SUBJECT_ID_TO_PID","b89748",,5,"Y",
,24996,"SUBJECT_ID_TO_PID","b82123",,1,"Y",
,24997,"SUBJECT_ID_TO_PID","b78652",,1,"Y",
,24998,"SUBJECT_ID_TO_PID","b62235",,1,"Y",
,24999,"SUBJECT_ID_TO_PID","b65730",,1,"Y",
,25000,"SUBJECT_ID_TO_PID","b76740",,1,"Y",
,25001,"SUBJECT_ID_TO_PID","b86804",,1,"Y",
,25002,"SUBJECT_ID_TO_PID","b70615",,1,"Y",
,25003,"SUBJECT_ID_TO_PID","b65319",,1,"Y",
,25004,"SUBJECT_ID_TO_PID","b88152",,1,"Y",
,25004,"SUBJECT_ID_TO_PID","b85028",,2,"Y",
,25005,"SUBJECT_ID_TO_PID","b72207",,1,"Y",
,25006,"SUBJECT_ID_TO_PID","b70223",,1,"Y",
,25006,"SUBJECT_ID_TO_PID","b62542",,2,"Y",
,25007,"SUBJECT_ID_TO_PID","b88114",,1,"Y",
,25008,"SUBJECT_ID_TO_PID","b60802",,1,"Y",
,25008,"SUBJECT_ID_TO_PID","b87725",,2,"Y",
,25009,"SUBJECT_ID_TO_PID","b67729",,1,"Y",
,25010,"SUBJECT_ID_TO_PID","b75537",,1,"Y",
,25011,"SUBJECT_ID_TO_PID","b60663",,1,"Y",
,25012,"SUBJECT_ID_TO_PID","b83334",,1,"Y",
,25012,"SUBJECT_ID_TO_PID","b84692",,2,"Y",
,25013,"SUBJECT_ID_TO_PID","b88366",,1,"Y",
,25014,"SUBJECT_ID_TO_PID","b73028",,1,"Y",
,25015,"SUBJECT_ID_TO_PID","b86502",,1,"Y",
,25016,"SUBJECT_ID_TO_PID","b61698",,1,"Y",
,25016,"SUBJECT_ID_TO_PID","b60246",,2,"Y",
,25017,"SUBJECT_ID_TO_PID","b73665",,1,"Y",
,25018,"SUBJECT_ID_TO_PID","b88680",,1,"Y",
,25019,"SUBJECT_ID_TO_PID","b74339",,1,"Y",
,25020,"SUBJECT_ID_TO_PID","b86891",,1,"Y",
,25021,"SUBJECT_ID_TO_PID","b87500",,1,"Y",
,25022,"SUBJECT_ID_TO_PID","b85411",,1,"Y",
,25023,"SUBJECT_ID_TO_PID","b62333",,1,"Y",
,25024,"SUBJECT_ID_TO_PID","b80781",,1,"Y",
,25025,"SUBJECT_ID_TO_PID","b66864",,1,"Y",
,25026,"SUBJECT_ID_TO_PID","b63565",,1,"Y",
,25027,"SUBJECT_ID_TO_PID","b64755",,1,"Y",
,25028,"SUBJECT_ID_TO_PID","b87327",,1,"Y",
,25029,"SUBJECT_ID_TO_PID","b68961",,1,"Y",
,25030,"SUBJECT_ID_TO_PID","b63166",,5,"Y",
,25030,"SUBJECT_ID_TO_PID","b75377",,6,"Y",
,25030,"SUBJECT_ID_TO_PID","b67641",,1,"Y",
,25030,"SUBJECT_ID_TO_PID","b76937",,2,"Y",
,25030,"SUBJECT_ID_TO_PID","b86746",,3,"Y",
,25030,"SUBJECT_ID_TO_PID","b88732",,4,"Y",
,25031,"SUBJECT_ID_TO_PID","b88259",,1,"Y",
,25032,"SUBJECT_ID_TO_PID","b71924",,1,"Y",
,25033,"SUBJECT_ID_TO_PID","b77229",,1,"Y",
,25034,"SUBJECT_ID_TO_PID","b84770",,1,"Y",
,25035,"SUBJECT_ID_TO_PID","b83991",,1,"Y",
,25035,"SUBJECT_ID_TO_PID","b88242",,2,"Y",
,25036,"SUBJECT_ID_TO_PID","b83414",,1,"Y",
,25037,"SUBJECT_ID_TO_PID","b76607",,1,"Y",
,25038,"SUBJECT_ID_TO_PID","b83061",,1,"Y",
,25039,"SUBJECT_ID_TO_PID","b80082",,1,"Y",
,25040,"SUBJECT_ID_TO_PID","b73046",,1,"Y",
,25041,"SUBJECT_ID_TO_PID","b65481",,1,"Y",
,25042,"SUBJECT_ID_TO_PID","b79691",,1,"Y",
,25043,"SUBJECT_ID_TO_PID","b78640",,1,"Y",
,25044,"SUBJECT_ID_TO_PID","b66871",,1,"Y",
,25045,"SUBJECT_ID_TO_PID","b87369",,1,"Y",
,25046,"SUBJECT_ID_TO_PID","b88041",,1,"Y",
,25047,"SUBJECT_ID_TO_PID","b77408",,1,"Y",
,25048,"SUBJECT_ID_TO_PID","b78642",,1,"Y",
,25049,"SUBJECT_ID_TO_PID","b66100",,3,"Y",
,25049,"SUBJECT_ID_TO_PID","b82993",,1,"Y",
,25049,"SUBJECT_ID_TO_PID","b79940",,2,"Y",
,25050,"SUBJECT_ID_TO_PID","b82481",,1,"Y",
,25051,"SUBJECT_ID_TO_PID","b86015",,1,"Y",
,25052,"SUBJECT_ID_TO_PID","b76290",,1,"Y",
,25053,"SUBJECT_ID_TO_PID","b60239",,1,"Y",
,25053,"SUBJECT_ID_TO_PID","b83311",,2,"Y",
,25054,"SUBJECT_ID_TO_PID","b78196",,1,"Y",
,25055,"SUBJECT_ID_TO_PID","b61583",,1,"Y",
,25056,"SUBJECT_ID_TO_PID","b79477",,1,"Y",
,25057,"SUBJECT_ID_TO_PID","b69407",,1,"Y",
,25058,"SUBJECT_ID_TO_PID","b61816",,1,"Y",
,25059,"SUBJECT_ID_TO_PID","b81910",,1,"Y",
,25060,"SUBJECT_ID_TO_PID","b62594",,1,"Y",
,25061,"SUBJECT_ID_TO_PID","b70229",,1,"Y",
,25062,"SUBJECT_ID_TO_PID","b85327",,1,"Y",
,25063,"SUBJECT_ID_TO_PID","b63637",,1,"Y",
,25064,"SUBJECT_ID_TO_PID","b65126",,1,"Y",
,25065,"SUBJECT_ID_TO_PID","b64181",,1,"Y",
,25066,"SUBJECT_ID_TO_PID","b67451",,1,"Y",
,25067,"SUBJECT_ID_TO_PID","b80257",,1,"Y",
,25068,"SUBJECT_ID_TO_PID","b87050",,1,"Y",
,25069,"SUBJECT_ID_TO_PID","b60878",,1,"Y",
,25070,"SUBJECT_ID_TO_PID","b64304",,1,"Y",
,25071,"SUBJECT_ID_TO_PID","b63759",,1,"Y",
,25072,"SUBJECT_ID_TO_PID","b77136",,1,"Y",
,25073,"SUBJECT_ID_TO_PID","b66548",,1,"Y",
,25074,"SUBJECT_ID_TO_PID","b89689",,1,"Y",
,25075,"SUBJECT_ID_TO_PID","b71960",,1,"Y",
,25075,"SUBJECT_ID_TO_PID","b69381",,2,"Y",
,25076,"SUBJECT_ID_TO_PID","b69499",,1,"Y",
,25077,"SUBJECT_ID_TO_PID","b70609",,1,"Y",
,25078,"SUBJECT_ID_TO_PID","b72948",,1,"Y",
,25079,"SUBJECT_ID_TO_PID","b62032",,1,"Y",
,25080,"SUBJECT_ID_TO_PID","b62754",,1,"Y",
,25081,"SUBJECT_ID_TO_PID","b60271",,1,"Y",
,25082,"SUBJECT_ID_TO_PID","b74258",,1,"Y",
,25083,"SUBJECT_ID_TO_PID","b84674",,1,"Y",
,25084,"SUBJECT_ID_TO_PID","b70340",,1,"Y",
,25085,"SUBJECT_ID_TO_PID","b65453",,1,"Y",
,25086,"SUBJECT_ID_TO_PID","b78571",,1,"Y",
,25087,"SUBJECT_ID_TO_PID","b87493",,1,"Y",
,25088,"SUBJECT_ID_TO_PID","b64340",,1,"Y",
,25089,"SUBJECT_ID_TO_PID","b67851",,1,"Y",
,25090,"SUBJECT_ID_TO_PID","b78911",,1,"Y",
,25091,"SUBJECT_ID_TO_PID","b67740",,1,"Y",
,25092,"SUBJECT_ID_TO_PID","b84734",,1,"Y",
,25093,"SUBJECT_ID_TO_PID","b84315",,1,"Y",
,25094,"SUBJECT_ID_TO_PID","b77058",,1,"Y",
,25095,"SUBJECT_ID_TO_PID","b79833",,1,"Y",
,25095,"SUBJECT_ID_TO_PID","b88573",,2,"Y",
,25096,"SUBJECT_ID_TO_PID","b77023",,1,"Y",
,25097,"SUBJECT_ID_TO_PID","b86615",,1,"Y",
,25098,"SUBJECT_ID_TO_PID","b86775",,1,"Y",
,25099,"SUBJECT_ID_TO_PID","b73481",,1,"Y",
,25100,"SUBJECT_ID_TO_PID","b82163",,1,"Y",
,25101,"SUBJECT_ID_TO_PID","b86930",,1,"Y",
,25102,"SUBJECT_ID_TO_PID","b89056",,1,"Y",
,25103,"SUBJECT_ID_TO_PID","b68820",,1,"Y",
,25104,"SUBJECT_ID_TO_PID","b79365",,1,"Y",
,25105,"SUBJECT_ID_TO_PID","b72126",,1,"Y",
,25106,"SUBJECT_ID_TO_PID","b68220",,1,"Y",
,25107,"SUBJECT_ID_TO_PID","b71039",,1,"Y",
,25107,"SUBJECT_ID_TO_PID","b72569",,2,"Y",
,25108,"SUBJECT_ID_TO_PID","b80821",,1,"Y",
,25109,"SUBJECT_ID_TO_PID","b65309",,1,"Y",
,25110,"SUBJECT_ID_TO_PID","b79123",,1,"Y",
,25111,"SUBJECT_ID_TO_PID","b74659",,1,"Y",
,25111,"SUBJECT_ID_TO_PID","b66168",,2,"Y",
,25112,"SUBJECT_ID_TO_PID","b68530",,1,"Y",
,25113,"SUBJECT_ID_TO_PID","b64713",,2,"Y",
,25113,"SUBJECT_ID_TO_PID","b80381",,1,"Y",
,25114,"SUBJECT_ID_TO_PID","b77980",,1,"Y",
,25115,"SUBJECT_ID_TO_PID","b65781",,1,"Y",
,25116,"SUBJECT_ID_TO_PID","b88478",,1,"Y",
,25117,"SUBJECT_ID_TO_PID","b83645",,1,"Y",
,25118,"SUBJECT_ID_TO_PID","b77145",,1,"Y",
,25119,"SUBJECT_ID_TO_PID","b76538",,1,"Y",
,25120,"SUBJECT_ID_TO_PID","b66391",,1,"Y",
,25121,"SUBJECT_ID_TO_PID","b85445",,1,"Y",
,25122,"SUBJECT_ID_TO_PID","b79479",,1,"Y",
,25123,"SUBJECT_ID_TO_PID","b87223",,1,"Y",
,25124,"SUBJECT_ID_TO_PID","b60983",,1,"Y",
,25125,"SUBJECT_ID_TO_PID","b78073",,1,"Y",
,25126,"SUBJECT_ID_TO_PID","b64057",,1,"Y",
,25127,"SUBJECT_ID_TO_PID","b63008",,1,"Y",
,25128,"SUBJECT_ID_TO_PID","b70439",,1,"Y",
,25129,"SUBJECT_ID_TO_PID","b78944",,1,"Y",
,25130,"SUBJECT_ID_TO_PID","b83206",,1,"Y",
,25131,"SUBJECT_ID_TO_PID","b80527",,1,"Y",
,25132,"SUBJECT_ID_TO_PID","b64712",,1,"Y",
,25133,"SUBJECT_ID_TO_PID","b73061",,1,"Y",
,25134,"SUBJECT_ID_TO_PID","b83213",,1,"Y",
,25135,"SUBJECT_ID_TO_PID","b61605",,1,"Y",
,25136,"SUBJECT_ID_TO_PID","b64605",,1,"Y",
,25137,"SUBJECT_ID_TO_PID","b85935",,1,"Y",
,25138,"SUBJECT_ID_TO_PID","b77804",,1,"Y",
,25139,"SUBJECT_ID_TO_PID","b78612",,1,"Y",
,25140,"SUBJECT_ID_TO_PID","b72743",,1,"Y",
,25141,"SUBJECT_ID_TO_PID","b72319",,1,"Y",
,25142,"SUBJECT_ID_TO_PID","b63793",,1,"Y",
,25143,"SUBJECT_ID_TO_PID","b63367",,1,"Y",
,25144,"SUBJECT_ID_TO_PID","b65307",,1,"Y",
,25145,"SUBJECT_ID_TO_PID","b63442",,1,"Y",
,25146,"SUBJECT_ID_TO_PID","b78081",,1,"Y",
,25147,"SUBJECT_ID_TO_PID","b80436",,1,"Y",
,20014,"SUBJECT_ID_TO_PID","b62604",,1,"Y",
,20015,"SUBJECT_ID_TO_PID","b76784",,1,"Y",
,20016,"SUBJECT_ID_TO_PID","b88840",,1,"Y",
,20017,"SUBJECT_ID_TO_PID","b74203",,1,"Y",
,20018,"SUBJECT_ID_TO_PID","b75105",,1,"Y",
,20019,"SUBJECT_ID_TO_PID","b70967",,1,"Y",
,20020,"SUBJECT_ID_TO_PID","b71519",,1,"Y",
,20021,"SUBJECT_ID_TO_PID","b62863",,1,"Y",
,20022,"SUBJECT_ID_TO_PID","b68254",,1,"Y",
,20023,"SUBJECT_ID_TO_PID","b70183",,1,"Y",
,20024,"SUBJECT_ID_TO_PID","b77864",,1,"Y",
,20025,"SUBJECT_ID_TO_PID","b62390",,1,"Y",
,20026,"SUBJECT_ID_TO_PID","b66113",,1,"Y",
,20027,"SUBJECT_ID_TO_PID","b75319",,1,"Y",
,20028,"SUBJECT_ID_TO_PID","b83646",,1,"Y",
,20029,"SUBJECT_ID_TO_PID","b73959",,1,"Y",
,20030,"SUBJECT_ID_TO_PID","b83589",,1,"Y",
,20031,"SUBJECT_ID_TO_PID","b87567",,1,"Y",
,20032,"SUBJECT_ID_TO_PID","b64986",,1,"Y",
,20033,"SUBJECT_ID_TO_PID","b73486",,1,"Y",
,20034,"SUBJECT_ID_TO_PID","b87730",,1,"Y",
,20035,"SUBJECT_ID_TO_PID","b84795",,1,"Y",
,20036,"SUBJECT_ID_TO_PID","b90060",,1,"Y",
,20037,"SUBJECT_ID_TO_PID","b86245",,1,"Y",
,20038,"SUBJECT_ID_TO_PID","b77402",,1,"Y",
,20039,"SUBJECT_ID_TO_PID","b64624",,1,"Y",
,20040,"SUBJECT_ID_TO_PID","b74024",,1,"Y",
,20041,"SUBJECT_ID_TO_PID","b74235",,1,"Y",
,20042,"SUBJECT_ID_TO_PID","b81342",,1,"Y",
,20043,"SUBJECT_ID_TO_PID","b72673",,1,"Y",
,20044,"SUBJECT_ID_TO_PID","b84201",,1,"Y",
,20045,"SUBJECT_ID_TO_PID","b76094",,1,"Y",
,20046,"SUBJECT_ID_TO_PID","b87097",,1,"Y",
,20047,"SUBJECT_ID_TO_PID","b85669",,1,"Y",
,20048,"SUBJECT_ID_TO_PID","b72713",,1,"Y",
,20049,"SUBJECT_ID_TO_PID","b82020",,1,"Y",
,20050,"SUBJECT_ID_TO_PID","b79056",,1,"Y",
,20051,"SUBJECT_ID_TO_PID","b81263",,1,"Y",
,20052,"SUBJECT_ID_TO_PID","b79305",,1,"Y",
,20053,"SUBJECT_ID_TO_PID","b89182",,1,"Y",
,20054,"SUBJECT_ID_TO_PID","b83634",,1,"Y",
,20055,"SUBJECT_ID_TO_PID","b83757",,1,"Y",
,20056,"SUBJECT_ID_TO_PID","b68610",,1,"Y",
,20057,"SUBJECT_ID_TO_PID","b62546",,1,"Y",
,20058,"SUBJECT_ID_TO_PID","b74101",,1,"Y",
,20059,"SUBJECT_ID_TO_PID","b79541",,1,"Y",
,20060,"SUBJECT_ID_TO_PID","b61448",,1,"Y",
,20061,"SUBJECT_ID_TO_PID","b76840",,1,"Y",
,20062,"SUBJECT_ID_TO_PID","b72391",,2,"Y",
,20062,"SUBJECT_ID_TO_PID","b74752",,1,"Y",
,20063,"SUBJECT_ID_TO_PID","b86206",,1,"Y",
,20064,"SUBJECT_ID_TO_PID","b69080",,1,"Y",
,20064,"SUBJECT_ID_TO_PID","b80275",,2,"Y",
,20065,"SUBJECT_ID_TO_PID","b66842",,1,"Y",
,20066,"SUBJECT_ID_TO_PID","b64201",,1,"Y",
,20067,"SUBJECT_ID_TO_PID","b84480",,1,"Y",
,20068,"SUBJECT_ID_TO_PID","b82461",,1,"Y",
,20069,"SUBJECT_ID_TO_PID","b82214",,1,"Y",
,20070,"SUBJECT_ID_TO_PID","b68003",,1,"Y",
,20071,"SUBJECT_ID_TO_PID","b88931",,1,"Y",
,20072,"SUBJECT_ID_TO_PID","b68146",,1,"Y",
,20073,"SUBJECT_ID_TO_PID","b67099",,1,"Y",
,20074,"SUBJECT_ID_TO_PID","b60021",,1,"Y",
,20075,"SUBJECT_ID_TO_PID","b82333",,1,"Y",
,20076,"SUBJECT_ID_TO_PID","b81980",,1,"Y",
,20077,"SUBJECT_ID_TO_PID","b70848",,1,"Y",
,20078,"SUBJECT_ID_TO_PID","b64394",,1,"Y",
,20079,"SUBJECT_ID_TO_PID","b85638",,1,"Y",
,20080,"SUBJECT_ID_TO_PID","b86188",,1,"Y",
,20081,"SUBJECT_ID_TO_PID","b82895",,1,"Y",
,20082,"SUBJECT_ID_TO_PID","b64695",,1,"Y",
,20083,"SUBJECT_ID_TO_PID","b62320",,1,"Y",
,20084,"SUBJECT_ID_TO_PID","b62051",,1,"Y",
,20085,"SUBJECT_ID_TO_PID","b88083",,1,"Y",
,20086,"SUBJECT_ID_TO_PID","b69263",,1,"Y",
,20086,"SUBJECT_ID_TO_PID","b67086",,3,"Y",
,20086,"SUBJECT_ID_TO_PID","b84005",,2,"Y",
,20087,"SUBJECT_ID_TO_PID","b84502",,1,"Y",
,20088,"SUBJECT_ID_TO_PID","b65798",,2,"Y",
,20088,"SUBJECT_ID_TO_PID","b80305",,1,"Y",
,20089,"SUBJECT_ID_TO_PID","b82893",,1,"Y",
,20090,"SUBJECT_ID_TO_PID","b63799",,1,"Y",
,20091,"SUBJECT_ID_TO_PID","b77022",,1,"Y",
,20092,"SUBJECT_ID_TO_PID","b71623",,1,"Y",
,20093,"SUBJECT_ID_TO_PID","b80762",,1,"Y",
,20094,"SUBJECT_ID_TO_PID","b64289",,1,"Y",
,20095,"SUBJECT_ID_TO_PID","b72058",,1,"Y",
,20096,"SUBJECT_ID_TO_PID","b67772",,1,"Y",
,20097,"SUBJECT_ID_TO_PID","b74694",,1,"Y",
,20098,"SUBJECT_ID_TO_PID","b73215",,1,"Y",
,20099,"SUBJECT_ID_TO_PID","b73964",,1,"Y",
,20100,"SUBJECT_ID_TO_PID","b75089",,1,"Y",
,20101,"SUBJECT_ID_TO_PID","b71072",,3,"Y",
,20101,"SUBJECT_ID_TO_PID","b80102",,1,"Y",
,20101,"SUBJECT_ID_TO_PID","b80028",,2,"Y",
,20102,"SUBJECT_ID_TO_PID","b71830",,1,"Y",
,20103,"SUBJECT_ID_TO_PID","b78562",,1,"Y",
,20104,"SUBJECT_ID_TO_PID","b61460",,1,"Y",
,20105,"SUBJECT_ID_TO_PID","b82011",,1,"Y",
,20105,"SUBJECT_ID_TO_PID","b85802",,2,"Y",
,20106,"SUBJECT_ID_TO_PID","b79862",,1,"Y",
,20107,"SUBJECT_ID_TO_PID","b80025",,1,"Y",
,20108,"SUBJECT_ID_TO_PID","b70153",,1,"Y",
,20109,"SUBJECT_ID_TO_PID","b89785",,1,"Y",
,20110,"SUBJECT_ID_TO_PID","b82805",,1,"Y",
,20111,"SUBJECT_ID_TO_PID","b76593",,1,"Y",
,20112,"SUBJECT_ID_TO_PID","b61154",,1,"Y",
,20113,"SUBJECT_ID_TO_PID","b66781",,1,"Y",
,20114,"SUBJECT_ID_TO_PID","b67876",,1,"Y",
,20115,"SUBJECT_ID_TO_PID","b63845",,1,"Y",
,20116,"SUBJECT_ID_TO_PID","b69998",,1,"Y",
,20116,"SUBJECT_ID_TO_PID","b89231",,2,"Y",
,20117,"SUBJECT_ID_TO_PID","b82894",,1,"Y",
,20118,"SUBJECT_ID_TO_PID","b77653",,1,"Y",
,20119,"SUBJECT_ID_TO_PID","b63832",,1,"Y",
,20120,"SUBJECT_ID_TO_PID","b65201",,1,"Y",
,20121,"SUBJECT_ID_TO_PID","b81346",,1,"Y",
,20122,"SUBJECT_ID_TO_PID","b61388",,1,"Y",
,20123,"SUBJECT_ID_TO_PID","b83283",,1,"Y",
,20124,"SUBJECT_ID_TO_PID","b74221",,1,"Y",
,20124,"SUBJECT_ID_TO_PID","b61401",,2,"Y",
,20124,"SUBJECT_ID_TO_PID","b86667",,3,"Y",
,20124,"SUBJECT_ID_TO_PID","b86549",,4,"Y",
,20125,"SUBJECT_ID_TO_PID","b65436",,1,"Y",
,20126,"SUBJECT_ID_TO_PID","b71345",,1,"Y",
,20127,"SUBJECT_ID_TO_PID","b74896",,1,"Y",
,20128,"SUBJECT_ID_TO_PID","b73045",,1,"Y",
,20129,"SUBJECT_ID_TO_PID","b66240",,1,"Y",
,20130,"SUBJECT_ID_TO_PID","b85981",,1,"Y",
,20131,"SUBJECT_ID_TO_PID","b82194",,1,"Y",
,20132,"SUBJECT_ID_TO_PID","b79692",,1,"Y",
,20133,"SUBJECT_ID_TO_PID","b61712",,1,"Y",
,20133,"SUBJECT_ID_TO_PID","b88240",,2,"Y",
,20134,"SUBJECT_ID_TO_PID","b86636",,1,"Y",
,20135,"SUBJECT_ID_TO_PID","b86944",,1,"Y",
,20136,"SUBJECT_ID_TO_PID","b62429",,1,"Y",
,20137,"SUBJECT_ID_TO_PID","b89311",,1,"Y",
,20138,"SUBJECT_ID_TO_PID","b72073",,1,"Y",
,20139,"SUBJECT_ID_TO_PID","b77149",,1,"Y",
,20140,"SUBJECT_ID_TO_PID","b71006",,1,"Y",
,20140,"SUBJECT_ID_TO_PID","b78187",,2,"Y",
,20141,"SUBJECT_ID_TO_PID","b80108",,1,"Y",
,20142,"SUBJECT_ID_TO_PID","b70259",,1,"Y",
,20143,"SUBJECT_ID_TO_PID","b65933",,1,"Y",
,20144,"SUBJECT_ID_TO_PID","b83849",,1,"Y",
,20145,"SUBJECT_ID_TO_PID","b79597",,1,"Y",
,20146,"SUBJECT_ID_TO_PID","b67670",,1,"Y",
,20147,"SUBJECT_ID_TO_PID","b65270",,1,"Y",
,20148,"SUBJECT_ID_TO_PID","b69931",,1,"Y",
,20149,"SUBJECT_ID_TO_PID","b81492",,1,"Y",
,20150,"SUBJECT_ID_TO_PID","b75644",,1,"Y",
,20151,"SUBJECT_ID_TO_PID","b79955",,1,"Y",
,20152,"SUBJECT_ID_TO_PID","b66258",,1,"Y",
,20153,"SUBJECT_ID_TO_PID","b62541",,1,"Y",
,20154,"SUBJECT_ID_TO_PID","b76229",,1,"Y",
,20155,"SUBJECT_ID_TO_PID","b84275",,1,"Y",
,20155,"SUBJECT_ID_TO_PID","b88381",,2,"Y",
,20156,"SUBJECT_ID_TO_PID","b76913",,1,"Y",
,20157,"SUBJECT_ID_TO_PID","b82899",,1,"Y",
,20158,"SUBJECT_ID_TO_PID","b70977",,1,"Y",
,20159,"SUBJECT_ID_TO_PID","b70360",,1,"Y",
,20160,"SUBJECT_ID_TO_PID","b75860",,1,"Y",
,20161,"SUBJECT_ID_TO_PID","b69251",,1,"Y",
,20162,"SUBJECT_ID_TO_PID","b88577",,1,"Y",
,20163,"SUBJECT_ID_TO_PID","b87368",,1,"Y",
,20164,"SUBJECT_ID_TO_PID","b80354",,1,"Y",
,20165,"SUBJECT_ID_TO_PID","b75025",,1,"Y",
,20166,"SUBJECT_ID_TO_PID","b81301",,1,"Y",
,20167,"SUBJECT_ID_TO_PID","b67518",,1,"Y",
,20168,"SUBJECT_ID_TO_PID","b62242",,1,"Y",
,20169,"SUBJECT_ID_TO_PID","b87721",,1,"Y",
,20169,"SUBJECT_ID_TO_PID","b78511",,2,"Y",
,22531,"SUBJECT_ID_TO_PID","b79579",,1,"Y",
,22532,"SUBJECT_ID_TO_PID","b74779",,1,"Y",
,22533,"SUBJECT_ID_TO_PID","b68891",,1,"Y",
,22534,"SUBJECT_ID_TO_PID","b87724",,1,"Y",
,22535,"SUBJECT_ID_TO_PID","b88532",,1,"Y",
,22536,"SUBJECT_ID_TO_PID","b63976",,1,"Y",
,22537,"SUBJECT_ID_TO_PID","b74206",,1,"Y",
,22538,"SUBJECT_ID_TO_PID","b87672",,1,"Y",
,22539,"SUBJECT_ID_TO_PID","b79413",,1,"Y",
,22540,"SUBJECT_ID_TO_PID","b80441",,1,"Y",
,22541,"SUBJECT_ID_TO_PID","b69489",,1,"Y",
,22542,"SUBJECT_ID_TO_PID","b87976",,1,"Y",
,22543,"SUBJECT_ID_TO_PID","b84255",,1,"Y",
,22544,"SUBJECT_ID_TO_PID","b60968",,1,"Y",
,22545,"SUBJECT_ID_TO_PID","b72819",,1,"Y",
,22546,"SUBJECT_ID_TO_PID","b89402",,1,"Y",
,22547,"SUBJECT_ID_TO_PID","b83197",,1,"Y",
,22548,"SUBJECT_ID_TO_PID","b64430",,1,"Y",
,22549,"SUBJECT_ID_TO_PID","b79449",,1,"Y",
,22550,"SUBJECT_ID_TO_PID","b71451",,1,"Y",
,22551,"SUBJECT_ID_TO_PID","b81965",,1,"Y",
,22552,"SUBJECT_ID_TO_PID","b81660",,1,"Y",
,22553,"SUBJECT_ID_TO_PID","b83592",,1,"Y",
,22553,"SUBJECT_ID_TO_PID","b82160",,2,"Y",
,22554,"SUBJECT_ID_TO_PID","b63398",,1,"Y",
,22555,"SUBJECT_ID_TO_PID","b81716",,1,"Y",
,22556,"SUBJECT_ID_TO_PID","b62572",,1,"Y",
,22557,"SUBJECT_ID_TO_PID","b64187",,1,"Y",
,22558,"SUBJECT_ID_TO_PID","b83280",,1,"Y",
,22559,"SUBJECT_ID_TO_PID","b62038",,1,"Y",
,22560,"SUBJECT_ID_TO_PID","b60972",,1,"Y",
,22561,"SUBJECT_ID_TO_PID","b89510",,1,"Y",
,22562,"SUBJECT_ID_TO_PID","b67814",,1,"Y",
,22563,"SUBJECT_ID_TO_PID","b79101",,1,"Y",
,22564,"SUBJECT_ID_TO_PID","b88326",,1,"Y",
,22565,"SUBJECT_ID_TO_PID","b66492",,1,"Y",
,22566,"SUBJECT_ID_TO_PID","b79071",,1,"Y",
,22567,"SUBJECT_ID_TO_PID","b61129",,1,"Y",
,22568,"SUBJECT_ID_TO_PID","b83073",,1,"Y",
,22569,"SUBJECT_ID_TO_PID","b83772",,1,"Y",
,22570,"SUBJECT_ID_TO_PID","b73718",,1,"Y",
,22571,"SUBJECT_ID_TO_PID","b84931",,1,"Y",
,22572,"SUBJECT_ID_TO_PID","b65260",,1,"Y",
,22573,"SUBJECT_ID_TO_PID","b75183",,1,"Y",
,22574,"SUBJECT_ID_TO_PID","b82583",,1,"Y",
,22575,"SUBJECT_ID_TO_PID","b78047",,1,"Y",
,22576,"SUBJECT_ID_TO_PID","b84900",,1,"Y",
,22577,"SUBJECT_ID_TO_PID","b86214",,1,"Y",
,22578,"SUBJECT_ID_TO_PID","b85232",,1,"Y",
,22578,"SUBJECT_ID_TO_PID","b80431",,2,"Y",
,22578,"SUBJECT_ID_TO_PID","b77656",,3,"Y",
,22579,"SUBJECT_ID_TO_PID","b68202",,1,"Y",
,22580,"SUBJECT_ID_TO_PID","b68760",,1,"Y",
,22581,"SUBJECT_ID_TO_PID","b62507",,1,"Y",
,22581,"SUBJECT_ID_TO_PID","b88265",,2,"Y",
,22582,"SUBJECT_ID_TO_PID","b66858",,1,"Y",
,22583,"SUBJECT_ID_TO_PID","b85507",,1,"Y",
,22584,"SUBJECT_ID_TO_PID","b68603",,1,"Y",
,22585,"SUBJECT_ID_TO_PID","b66887",,1,"Y",
,22585,"SUBJECT_ID_TO_PID","b79554",,2,"Y",
,22585,"SUBJECT_ID_TO_PID","b87326",,3,"Y",
,22585,"SUBJECT_ID_TO_PID","b88065",,4,"Y",
,22586,"SUBJECT_ID_TO_PID","b81710",,1,"Y",
